# Catalogue des paramètres réellement mesurés par le contrôle sanitaire.
# Récolté le 2026-08-07 sur Hub'Eau qualite_eau_potable/resultats_dis,
# à partir des derniers bulletins complets (> 250 paramètres)
# de 8 commune(s) par département, départements 17,31,28,51.
# limite_declaree = limite_qualite_parametre telle que fournie par la source :
# c'est la grille D'AUJOURD'HUI, pas un seuil daté. Voir CLAUDE.md §2.5 et §2.7.
# Reproductible : python3 src/catalogue_parametres.py --depts 17,31,28,51 --communes 8
code_parametre;libelle_parametre;libelle_norm;code_cas;unite;limite_declaree;reference_declaree;nb_mesures;nb_bulletins;departements;variantes_libelle
5646;Hymexazol;hymexazol;10004-44-1;µg/L;<=0,1 µg/L;;8;8;51;
6824;N,N-Dimet-tolylsulphamid;n,n-dimet-tolylsulphamid;66840-71-9;µg/L;<=0,1 µg/L;;8;8;51;
2545;Paclobutrazole;paclobutrazole;76738-62-0;µg/L;<=0,1 µg/L;;8;8;51;
5682;Perméthrine-cis;permethrine-cis;61949-76-6;µg/L;<=0,1 µg/L;;8;8;17;
5683;Perméthrine-trans;permethrine-trans;61949-77-7;µg/L;<=0,1 µg/L;;8;8;17;
5602;Propoxycarbazone;propoxycarbazone;181274-15-7;µg/L;<=0,1 µg/L;;8;8;51;
;Prélèvement sous acréditation;prelevement sous acreditation;;SANS OBJET;;;8;8;31;
1259;Pyridate;pyridate;55512-33-9;µg/L;<=0,1 µg/L;;8;8;17;
7724;Sedaxane;sedaxane;874967-67-6;µg/L;<=0,1 µg/L;;8;8;17|51;
5609;Silthiofam;silthiofam;175217-20-6;µg/L;<=0,1 µg/L;;8;8;17|51;
7146;Somme DDD44',DDE44',DDT24',DDT44';somme ddd44',dde44',ddt24',ddt44';;µg/L;<=0,1 µg/L;;8;8;17;
1719;Tolylfluanide;tolylfluanide;731-27-1;µg/L;<=0,1 µg/L;;8;8;31;
2991;Triflusulfuron-methyl;triflusulfuron-methyl;126535-15-7;µg/L;<=0,1 µg/L;;8;8;51;
1898;Téméphos;temephos;3383-96-8;µg/L;<=0,1 µg/L;;8;8;31;
1291;Vinchlozoline;vinchlozoline;50471-44-8;µg/L;<=0,1 µg/L;;8;8;31;
5427;Acide bromoacétique;acide bromoacetique;79-08-3;µg/L;;;7;7;28|51;
5426;Acide dibromoacétique;acide dibromoacetique;631-64-1;µg/L;;;7;7;28|51;
1481;Acide dichloroacétique;acide dichloroacetique;79-43-6;µg/L;;;7;7;28|51;
1465;Acide monochloroacétique;acide monochloroacetique;79-11-8;µg/L;;;7;7;28|51;
1546;Acide trichloroacétique;acide trichloroacetique;76-03-9;µg/L;;;7;7;28|51;
9064;Acides haloacétiques;acides haloacetiques;;µg/L;<=60 µg/L;;7;7;28|51;
7842;Ametoctradine;ametoctradine;865318-97-4;µg/L;<=0,1 µg/L;;7;7;17;
6426;Anhydride carbonique agressif;anhydride carbonique agressif;;mg(CO2)/L;;;7;7;51;
1344;Anhydride carbonique libre;anhydride carbonique libre;124-38-9;mg(CO2)/L;;;7;7;51;
1042;Bact. et spores sulfito-rédu./100ml;bact. et spores sulfito-redu.;;n/(100mL);;<=0 n/(100mL);7;7;17|28|31;
1752;Chlorate;chlorate;14866-68-3;µg/L;<=250 µg/L;;7;7;28|51;Chlorates en cas de traitement pouvant en générer
7074;Dibutylétain cation;dibutyletain cation;14488-53-0;µg/L;<=0,1 µg/L;;7;7;28;
6355;Ecart entre pH initial et pH à l'équilibre;ecart entre ph initial et ph a l'equilibre;;unité pH;;;7;7;51;
8664;Halauxifen-methyl;halauxifen-methyl;943831-98-9;µg/L;<=0,1 µg/L;;7;7;17;
8879;Isofetamid;isofetamid;875915-78-9;µg/L;<=0,1 µg/L;;7;7;17;
2807;Isoxadifen-éthyle;isoxadifen-ethyle;163520-33-0;µg/L;<=0,1 µg/L;;7;7;17;
8686;Méfentrifluconazole;mefentrifluconazole;1417782-03-6;µg/L;<=0,1 µg/L;;7;7;51;
5797;N,N-Diéthyl-m-toluamide (DEET);n,n-diethyl-m-toluamide (deet);134-62-3;µg/L;<=0,1 µg/L;;7;7;51;
7618;N,N-diméthyl-N'-phénylsulfamide;n,n-dimethyl-n'-phenylsulfamide;4710-17-2;µg/L;<=0,1 µg/L;;7;7;51;
7872;Oxathiapiprolin;oxathiapiprolin;1003318-67-9;µg/L;<=0,1 µg/L;;7;7;17;
1888;Pentachlorobenzène;pentachlorobenzene;608-93-5;µg/L;;;7;7;17;
5610;Spinosad;spinosad;168316-95-8;µg/L;<=0,1 µg/L;;7;7;28;
6601;Ethyleneuree;ethyleneuree;120-93-4;µg/L;<=0,1 µg/L;;6;6;31;
1386;Nickel;nickel;7440-02-0;µg/L;<=20 µg/L;;4;4;17|28;
1382;Plomb;plomb;7439-92-1;µg/L;<=10 µg/L;;4;4;17|28;
1754;Bioxyde de chlore mg/L ClO2;bioxyde de chlore mg/l clo2;10049-04-4;mg/L;;;3;3;28;
1371;Chrome hexavalent;chrome hexavalent;18540-29-9;µg/L;<=6 µg/L;;3;3;28;
1392;Cuivre;cuivre;7440-50-8;mg(Cu)/L;<=2 mg(Cu)/L;<=1 mg(Cu)/L;3;3;17|28;
1191;Fluoranthène *;fluoranthene *;206-44-0;µg/L;;;3;3;28;
2034;Hydrocarbures polycycliques aromatiques (6 subst.*);hydrocarbures polycycliques aromatiques (6 subst.*);;µg/L;;;3;3;28;
7587;Phthalimide;phthalimide;85-41-6;µg/L;<=0,1 µg/L;;3;3;28;
2872;2,4-D-isopropyl ester;2,4-d-isopropyl ester;94-11-1;µg/L;<=0,1 µg/L;;2;2;28|51;
1943;2,6-Diethylaniline;2,6-diethylaniline;579-66-8;µg/L;<=0,1 µg/L;;2;2;28|51;
5581;Acibenzolar s méthyl;acibenzolar s methyl;135158-54-2;µg/L;<=0,1 µg/L;;2;2;28|51;
1102;Aldicarbe;aldicarbe;116-06-3;µg/L;<=0,1 µg/L;;2;2;28|51;
1807;Aldicarbe sulfoné;aldicarbe sulfone;1646-88-4;µg/L;<=0,1 µg/L;;2;2;28|51;
1806;Aldicarbe sulfoxyde;aldicarbe sulfoxyde;1646-87-3;µg/L;<=0,1 µg/L;;2;2;28|51;
7501;Allyxycarbe;allyxycarbe;6392-46-7;µg/L;<=0,1 µg/L;;2;2;28|51;
5697;Amidithion;amidithion;919-76-6;µg/L;<=0,1 µg/L;;2;2;28|51;
5523;Aminocarbe;aminocarbe;2032-59-9;µg/L;<=0,1 µg/L;;2;2;28|51;
7516;Amiprofos-methyl;amiprofos-methyl;36001-88-4;µg/L;<=0,1 µg/L;;2;2;28|51;
6594;Anilophos;anilophos;64249-01-0;µg/L;<=0,1 µg/L;;2;2;28|51;
5698;Atraton;atraton;1610-17-9;µg/L;<=0,1 µg/L;;2;2;28|51;
2015;Azamétiphos;azametiphos;35575-96-3;µg/L;<=0,1 µg/L;;2;2;28|51;
2937;Azimsulfuron;azimsulfuron;120162-55-2;µg/L;<=0,1 µg/L;;2;2;28|51;
1110;Azinphos éthyl;azinphos ethyl;2642-71-9;µg/L;<=0,1 µg/L;;2;2;28|51;
7522;Beflubutamide;beflubutamide;113614-08-7;µg/L;<=0,1 µg/L;;2;2;28|51;
1329;Bendiocarbe;bendiocarbe;22781-23-3;µg/L;<=0,1 µg/L;;2;2;28|51;
5512;Bensulfuron-methyl;bensulfuron-methyl;83055-99-6;µg/L;<=0,1 µg/L;;2;2;28|51;
6595;Bensulide;bensulide;741-58-2;µg/L;<=0,1 µg/L;;2;2;28|51;
1859;Bromadiolone;bromadiolone;28772-56-7;µg/L;<=0,1 µg/L;;2;2;28|51;
1124;Bromophos méthyl;bromophos methyl;2104-96-3;µg/L;<=0,1 µg/L;;2;2;28|51;
1123;Bromophos éthyl;bromophos ethyl;4824-78-6;µg/L;<=0,1 µg/L;;2;2;28|51;
1685;Bromopropylate;bromopropylate;18181-80-1;µg/L;<=0,1 µg/L;;2;2;28|51;
7502;Bufencarbe;bufencarbe;8065-36-9;µg/L;<=0,1 µg/L;;2;2;28|51;
1862;Buprofézine;buprofezine;69327-76-0;µg/L;<=0,1 µg/L;;2;2;28|51;
5710;Butamifos;butamifos;36335-67-8;µg/L;<=0,1 µg/L;;2;2;28|51;
7038;Butilate;butilate;2008-41-5;µg/L;<=0,1 µg/L;;2;2;28|51;
1531;Buturon;buturon;3766-60-7;µg/L;<=0,1 µg/L;;2;2;28|51;
1131;Carbophénotion;carbophenotion;786-19-6;µg/L;<=0,1 µg/L;;2;2;28|51;
2016;Chlorbromuron;chlorbromuron;13360-45-7;µg/L;<=0,1 µg/L;;2;2;28|51;
1336;Chlorbufame;chlorbufame;1967-16-4;µg/L;<=0,1 µg/L;;2;2;28|51;
5553;Chlorfenson;chlorfenson;80-33-1;µg/L;<=0,1 µg/L;;2;2;28|51;
5522;Chlorimuron-ethyl;chlorimuron-ethyl;90982-32-4;µg/L;<=0,1 µg/L;;2;2;28|51;
1134;Chlorméphos;chlormephos;24934-91-6;µg/L;<=0,1 µg/L;;2;2;28|51;
1341;Chloroneb;chloroneb;2675-77-6;µg/L;<=0,1 µg/L;;2;2;28|51;
1683;Chloroxuron;chloroxuron;1982-47-4;µg/L;<=0,1 µg/L;;2;2;28|51;
1353;Chlorsulfuron;chlorsulfuron;64902-72-3;µg/L;<=0,1 µg/L;;2;2;28|51;
2966;Chlorthal-diméthyl;chlorthal-dimethyl;1861-32-1;µg/L;<=0,1 µg/L;;2;2;28|51;
5481;Cinosulfuron;cinosulfuron;94593-91-6;µg/L;<=0,1 µg/L;;2;2;28|51;
2972;Coumafène;coumafene;81-81-2;µg/L;<=0,1 µg/L;;2;2;28|51;
1682;Coumaphos;coumaphos;56-72-4;µg/L;<=0,1 µg/L;;2;2;28|51;
2019;Coumatétralyl;coumatetralyl;5836-29-3;µg/L;<=0,1 µg/L;;2;2;28|51;
5724;Crotoxyphos;crotoxyphos;7700-17-6;µg/L;<=0,1 µg/L;;2;2;28|51;
5725;Crufomate;crufomate;299-86-5;µg/L;<=0,1 µg/L;;2;2;28|51;
5726;Cyanofenphos;cyanofenphos;13067-93-1;µg/L;<=0,1 µg/L;;2;2;28|51;
5568;Cycloate;cycloate;1134-23-2;µg/L;<=0,1 µg/L;;2;2;28|51;
1696;Cycluron;cycluron;2163-69-1;µg/L;<=0,1 µg/L;;2;2;28|51;
5569;Cyhalofop butyl;cyhalofop butyl;122008-85-9;µg/L;<=0,1 µg/L;;2;2;28|51;
2897;Cyromazine;cyromazine;66215-27-8;µg/L;<=0,1 µg/L;;2;2;28|51;
5930;Daimuron;daimuron;42609-52-9;µg/L;<=0,1 µg/L;;2;2;28|51;
1153;Demeton S méthyl;demeton s methyl;919-86-8;µg/L;<=0,1 µg/L;;2;2;28|51;
1154;Deméton S méthyl sulfoné;demeton s methyl sulfone;17040-19-6;µg/L;<=0,1 µg/L;;2;2;28|51;
5531;Desmethyl-pirimicarb;desmethyl-pirimicarb;30614-22-3;µg/L;<=0,1 µg/L;;2;2;28|51;
1155;Desmétryne;desmetryne;1014-69-3;µg/L;<=0,1 µg/L;;2;2;28|51;
1156;Diallate;diallate;2303-16-4;µg/L;<=0,1 µg/L;;2;2;28|51;
1159;Dichlofenthion;dichlofenthion;97-17-6;µg/L;<=0,1 µg/L;;2;2;28|51;
5525;Dicrotophos;dicrotophos;141-66-2;µg/L;<=0,1 µg/L;;2;2;28|51;
1402;Diethofencarbe;diethofencarbe;87130-20-9;µg/L;<=0,1 µg/L;;2;2;28|51;
2982;Difenacoum;difenacoum;56073-07-5;µg/L;<=0,1 µg/L;;2;2;28|51;
5524;Difenoxuron;difenoxuron;14214-32-5;µg/L;<=0,1 µg/L;;2;2;28|51;
2983;Difethialone;difethialone;104653-34-1;µg/L;<=0,1 µg/L;;2;2;28|51;
1488;Diflubenzuron;diflubenzuron;35367-38-5;µg/L;<=0,1 µg/L;;2;2;28|51;
5737;Dimethametryn;dimethametryn;22936-75-0;µg/L;<=0,1 µg/L;;2;2;28|51;
7142;Dimépipérate;dimepiperate;61432-55-1;µg/L;<=0,1 µg/L;;2;2;28|51;
6972;Diméthylvinphos;dimethylvinphos;2274-67-1;µg/L;<=0,1 µg/L;;2;2;28|51;
1698;Dimétilan;dimetilan;644-64-4;µg/L;<=0,1 µg/L;;2;2;28|51;
5743;Dioxacarbe;dioxacarbe;6988-21-2;µg/L;<=0,1 µg/L;;2;2;28|51;
7515;Diphenylurée;diphenyluree;102-07-8;µg/L;;;2;2;28|51;
1492;Disyston;disyston;298-04-4;µg/L;<=0,1 µg/L;;2;2;28|51;
1873;EPN;epn;2104-64-5;µg/L;<=0,1 µg/L;;2;2;28|51;
5751;Edifenphos;edifenphos;17109-49-8;µg/L;<=0,1 µg/L;;2;2;28|51;
1809;Esfenvalérate;esfenvalerate;66230-04-4;µg/L;<=0,1 µg/L;;2;2;28|51;
5529;Ethametsulfuron-methyl;ethametsulfuron-methyl;97780-06-8;µg/L;<=0,1 µg/L;;2;2;28|51;
5528;Ethiofencarb sulfone;ethiofencarb sulfone;53380-23-7;µg/L;<=0,1 µg/L;;2;2;28|51;
6534;Ethiofencarb sulfoxyde;ethiofencarb sulfoxyde;53380-22-6;µg/L;<=0,1 µg/L;;2;2;28|51;
1183;Ethion;ethion;563-12-2;µg/L;<=0,1 µg/L;;2;2;28|51;
1874;Ethiophencarbe;ethiophencarbe;29973-13-5;µg/L;<=0,1 µg/L;;2;2;28|51;
5527;Ethoxysulfuron;ethoxysulfuron;126801-58-9;µg/L;<=0,1 µg/L;;2;2;28|51;
5760;Etrimfos;etrimfos;38260-54-7;µg/L;<=0,1 µg/L;;2;2;28|51;
5761;Famphur;famphur;52-85-7;µg/L;<=0,1 µg/L;;2;2;28|51;
7513;Fenchlorazole ethyl;fenchlorazole ethyl;103112-35-2;µg/L;<=0,1 µg/L;;2;2;28|51;
1186;Fenchlorphos;fenchlorphos;299-84-3;µg/L;<=0,1 µg/L;;2;2;28|51;
1843;Fenfuran;fenfuran;24691-80-3;µg/L;<=0,1 µg/L;;2;2;28|51;
5627;Fenizon;fenizon;80-38-6;µg/L;<=0,1 µg/L;;2;2;28|51;
5763;Fenobucarbe;fenobucarbe;3766-81-2;µg/L;<=0,1 µg/L;;2;2;28|51;
5970;Fenothiocarbe;fenothiocarbe;62850-32-2;µg/L;<=0,1 µg/L;;2;2;28|51;
6262;Fipronil désulfinyl;fipronil desulfinyl;205650-65-3;µg/L;<=0,1 µg/L;;2;2;28|51;
1840;Flamprop-isopropyl;flamprop-isopropyl;52756-22-6;µg/L;<=0,1 µg/L;;2;2;28|51;
6539;Flamprop-méthyl;flamprop-methyl;52756-25-9;µg/L;<=0,1 µg/L;;2;2;28|51;
6545;Fluazifop;fluazifop;69335-91-7;µg/L;<=0,1 µg/L;;2;2;28|51;
2565;Flupyrsulfuron-méthyle;flupyrsulfuron-methyle;144740-54-5;µg/L;<=0,1 µg/L;;2;2;28|51;
1974;Fluridone;fluridone;59756-60-4;µg/L;<=0,1 µg/L;;2;2;28|51;
2024;Flurprimidol;flurprimidol;56425-91-3;µg/L;<=0,1 µg/L;;2;2;28|51;
1674;Fonofos;fonofos;944-22-9;µg/L;<=0,1 µg/L;;2;2;28|51;
5969;Forchlorfenuron;forchlorfenuron;68157-60-8;µg/L;<=0,1 µg/L;;2;2;28|51;
1908;Furalaxyl;furalaxyl;57646-30-7;µg/L;<=0,1 µg/L;;2;2;28|51;
7441;Furilazole;furilazole;121776-33-8;µg/L;<=0,1 µg/L;;2;2;28|51;
1539;Fénoprop;fenoprop;93-72-1;µg/L;<=0,1 µg/L;;2;2;28|51;
5691;Fénoxaprop;fenoxaprop;95617-09-7;µg/L;<=0,1 µg/L;;2;2;28|51;
5508;Halosulfuron-methyl;halosulfuron-methyl;100784-20-1;µg/L;<=0,1 µg/L;;2;2;28|51;
1833;Haloxyfop éthoxyéthyl;haloxyfop ethoxyethyl;87237-48-7;µg/L;<=0,1 µg/L;;2;2;28|51;
1909;Haloxyfop-méthyl (R);haloxyfop-methyl (r);72619-32-0;µg/L;<=0,1 µg/L;;2;2;28|51;
1910;Hepténophos;heptenophos;23560-59-0;µg/L;<=0,1 µg/L;;2;2;28|51;
1876;Hexythiazox;hexythiazox;78587-05-0;µg/L;<=0,1 µg/L;;2;2;28|51;
1704;Imazalile;imazalile;35554-44-0;µg/L;<=0,1 µg/L;;2;2;28|51;
2860;Imazaquine;imazaquine;81335-37-7;µg/L;<=0,1 µg/L;;2;2;28|51;
7510;Imibenconazole;imibenconazole;86598-92-7;µg/L;<=0,1 µg/L;;2;2;28|51;
2741;Iodocarb;iodocarb;55406-53-6;µg/L;<=0,1 µg/L;;2;2;28|51;
2025;Iodofenphos;iodofenphos;18181-70-9;µg/L;<=0,1 µg/L;;2;2;28|51;
2871;Ioxynil-méthyl;ioxynil-methyl;3336-40-1;µg/L;<=0,1 µg/L;;2;2;28|51;
7508;Ipconazole;ipconazole;125225-28-7;µg/L;<=0,1 µg/L;;2;2;28|51;
5777;Iprobenfos (IBP);iprobenfos (ibp);26087-47-8;µg/L;<=0,1 µg/L;;2;2;28|51;
1976;Isazophos;isazophos;42509-80-8;µg/L;<=0,1 µg/L;;2;2;28|51;
1829;Isofenvos;isofenvos;25311-71-1;µg/L;<=0,1 µg/L;;2;2;28|51;
5781;Isoprocarb;isoprocarb;2631-40-5;µg/L;<=0,1 µg/L;;2;2;28|51;
5784;Isoxathion;isoxathion;18854-01-8;µg/L;<=0,1 µg/L;;2;2;28|51;
7505;Karbutilate;karbutilate;4849-32-5;µg/L;<=0,1 µg/L;;2;2;28|51;
2755;MCPP-methyl ester;mcpp-methyl ester;2786-19-8;µg/L;<=0,1 µg/L;;2;2;28|51;
5787;Malaoxon;malaoxon;1634-78-2;µg/L;<=0,1 µg/L;;2;2;28|51;
2870;Mecoprop-n/iso-butyl ester (mélange);mecoprop-n/iso-butyl ester (melange);;µg/L;<=0,1 µg/L;;2;2;28|51;
1968;Mefenacet;mefenacet;73250-68-7;µg/L;<=0,1 µg/L;;2;2;28|51;
5791;Mephosfolan;mephosfolan;950-10-7;µg/L;<=0,1 µg/L;;2;2;28|51;
5840;Merphos;merphos;150-50-5;µg/L;<=0,1 µg/L;;2;2;28|51;
5796;Metolcarb;metolcarb;1129-41-5;µg/L;<=0,1 µg/L;;2;2;28|51;
7143;Mexacarbate;mexacarbate;315-18-4;µg/L;<=0,1 µg/L;;2;2;28|51;
5438;Mirex;mirex;2385-85-5;µg/L;<=0,1 µg/L;;2;2;28|51;
1880;Monocrotophos;monocrotophos;6923-22-4;µg/L;<=0,1 µg/L;;2;2;28|51;
2568;Méfluidide;mefluidide;53780-34-0;µg/L;<=0,1 µg/L;;2;2;28|51;
1878;Mépronil;mepronil;55814-41-0;µg/L;<=0,1 µg/L;;2;2;28|51;
5792;Méthacrifos;methacrifos;62610-77-9;µg/L;<=0,1 µg/L;;2;2;28|51;
1671;Méthamidophos;methamidophos;10265-92-6;µg/L;<=0,1 µg/L;;2;2;28|51;
1511;Méthoxychlore;methoxychlore;72-43-5;µg/L;<=0,1 µg/L;;2;2;28|51;
1912;Métosulam;metosulam;139528-85-1;µg/L;<=0,1 µg/L;;2;2;28|51;
1226;Mévinphos;mevinphos;7786-34-7;µg/L;<=0,1 µg/L;;2;2;28|51;
7583;N-(2-Chloro-6-methylphenyl)-N'-(4-pyridinyl)urea;n-(2-chloro-6-methylphenyl)-n'-(4-pyridinyl)urea;124441-49-2;µg/L;;;2;2;28|51;
1516;Naled;naled;300-76-5;µg/L;<=0,1 µg/L;;2;2;28|51;
1229;Nitrofène;nitrofene;1836-75-5;µg/L;<=0,1 µg/L;;2;2;28|51;
1883;Nuarimol;nuarimol;63284-71-9;µg/L;<=0,1 µg/L;;2;2;28|51;
2027;Ofurace;ofurace;58810-48-3;µg/L;<=0,1 µg/L;;2;2;28|51;
2068;Oxadiargyl;oxadiargyl;39807-15-3;µg/L;<=0,1 µg/L;;2;2;28|51;
1850;Oxamyl;oxamyl;23135-22-0;µg/L;<=0,1 µg/L;;2;2;28|51;
5510;Oxasulfuron;oxasulfuron;144651-06-9;µg/L;<=0,1 µg/L;;2;2;28|51;
1848;Oxychlordane;oxychlordane;27304-13-8;µg/L;<=0,1 µg/L;;2;2;28|51;
5793;Paraoxon méthyl;paraoxon methyl;950-35-6;µg/L;<=0,1 µg/L;;2;2;28|51;
1887;Pencycuron;pencycuron;66063-05-6;µg/L;<=0,1 µg/L;;2;2;28|51;
5813;Phentoate;phentoate;2597-03-7;µg/L;<=0,1 µg/L;;2;2;28|51;
1525;Phorate;phorate;298-02-2;µg/L;<=0,1 µg/L;;2;2;28|51;
1237;Phosalone;phosalone;2310-17-0;µg/L;<=0,1 µg/L;;2;2;28|51;
1238;Phosphamidon;phosphamidon;13171-21-6;µg/L;<=0,1 µg/L;;2;2;28|51;
1499;Phénamiphos;phenamiphos;22224-92-6;µg/L;<=0,1 µg/L;;2;2;28|51;
5819;Piperophos;piperophos;24151-93-7;µg/L;<=0,1 µg/L;;2;2;28|51;
5532;Pirimicarb formamido desméthyl;pirimicarb formamido desmethyl;27218-04-8;µg/L;<=0,1 µg/L;;2;2;28|51;
1949;Pretilachlore;pretilachlore;51218-49-6;µg/L;<=0,1 µg/L;;2;2;28|51;
8046;Profoxydim;profoxydim;139001-49-3;µg/L;<=0,1 µg/L;;2;2;28|51;
1889;Profénofos;profenofos;41198-08-7;µg/L;<=0,1 µg/L;;2;2;28|51;
1710;Promécarbe;promecarbe;2631-37-0;µg/L;<=0,1 µg/L;;2;2;28|51;
1711;Prométon;prometon;1610-18-0;µg/L;<=0,1 µg/L;;2;2;28|51;
6964;Propaphos;propaphos;7292-16-2;µg/L;<=0,1 µg/L;;2;2;28|51;
1972;Propaquizafop;propaquizafop;111479-05-1;µg/L;<=0,1 µg/L;;2;2;28|51;
1534;Prophame;prophame;122-42-9;µg/L;<=0,1 µg/L;;2;2;28|51;
1533;Propétamphos;propetamphos;31218-83-4;µg/L;<=0,1 µg/L;;2;2;28|51;
7442;Proximphan;proximphan;2828-42-4;µg/L;<=0,1 µg/L;;2;2;28|51;
5416;Pymétrozine;pymetrozine;123312-89-0;µg/L;<=0,1 µg/L;;2;2;28|51;
6611;Pyraclofos;pyraclofos;77458-01-6;µg/L;<=0,1 µg/L;;2;2;28|51;
5509;Pyraflufen éthyl;pyraflufen ethyl;129630-19-9;µg/L;<=0,1 µg/L;;2;2;28|51;
1258;Pyrazophos;pyrazophos;13457-18-6;µg/L;<=0,1 µg/L;;2;2;28|51;
6386;Pyrazosulfuron éthyl;pyrazosulfuron ethyl;93697-74-6;µg/L;<=0,1 µg/L;;2;2;28|51;
6530;Pyrazoxyfen;pyrazoxyfen;71561-11-0;µg/L;<=0,1 µg/L;;2;2;28|51;
5826;Pyributicarb;pyributicarb;88678-67-5;µg/L;<=0,1 µg/L;;2;2;28|51;
1890;Pyridabène;pyridabene;96489-71-3;µg/L;<=0,1 µg/L;;2;2;28|51;
5606;Pyridaphenthion;pyridaphenthion;119-12-0;µg/L;<=0,1 µg/L;;2;2;28|51;
1891;Quinalphos;quinalphos;13593-03-8;µg/L;<=0,1 µg/L;;2;2;28|51;
1538;Quintozène;quintozene;82-68-8;µg/L;<=0,1 µg/L;;2;2;28|51;
2069;Quizalofop;quizalofop;76578-12-6;µg/L;<=0,1 µg/L;;2;2;28|51;
2029;Roténone;rotenone;83-79-4;µg/L;<=0,1 µg/L;;2;2;28|51;
6101;Sebuthylazine 2-hydroxy;sebuthylazine 2-hydroxy;33124-61-7;µg/L;<=0,1 µg/L;;2;2;28|51;
5981;Sebuthylazine déséthyl;sebuthylazine desethyl;37019-18-4;µg/L;<=0,1 µg/L;;2;2;28|51;
1808;Sethoxydim;sethoxydim;74051-80-2;µg/L;<=0,1 µg/L;;2;2;28|51;
1893;Siduron;siduron;1982-49-6;µg/L;<=0,1 µg/L;;2;2;28|51;
5477;Simétryne;simetryne;1014-70-6;µg/L;<=0,1 µg/L;;2;2;28|51;
7506;Spirotetramat;spirotetramat;203313-25-1;µg/L;<=0,1 µg/L;;2;2;28|51;
5507;Sulfomethuron-methyl;sulfomethuron-methyl;74222-97-2;µg/L;<=0,1 µg/L;;2;2;28|51;
1894;Sulfotepp;sulfotepp;3689-24-5;µg/L;<=0,1 µg/L;;2;2;28|51;
5831;Sulprofos;sulprofos;35400-43-2;µg/L;<=0,1 µg/L;;2;2;28|51;
7971;TAC à l'équilibre;tac a l'equilibre;;°f;;;2;2;17;
7511;Tebupirimfos;tebupirimfos;96182-53-5;µg/L;<=0,1 µg/L;;2;2;28|51;
5413;Tecnazene;tecnazene;117-18-0;µg/L;<=0,1 µg/L;;2;2;28|51;
1897;Teflubenzuron;teflubenzuron;83121-18-0;µg/L;<=0,1 µg/L;;2;2;28|51;
1409;Température de l'air;temperature de l'air;;°C;;;2;2;17;
1659;Terbacile;terbacile;5902-51-2;µg/L;<=0,1 µg/L;;2;2;28|51;
5835;Terbucarb;terbucarb;1918-11-2;µg/L;<=0,1 µg/L;;2;2;28|51;
1900;Tetradifon;tetradifon;116-29-0;µg/L;<=0,1 µg/L;;2;2;28|51;
5837;Tetrasul;tetrasul;2227-13-6;µg/L;<=0,1 µg/L;;2;2;28|51;
5934;Thidiazuron;thidiazuron;51707-55-2;µg/L;<=0,1 µg/L;;2;2;28|51;
1764;Thiobencarde;thiobencarde;28249-77-6;µg/L;<=0,1 µg/L;;2;2;28|51;
1093;Thiodicarbe;thiodicarbe;59669-26-0;µg/L;<=0,1 µg/L;;2;2;28|51;
5476;Thiofanox sulfone;thiofanox sulfone;39184-59-3;µg/L;<=0,1 µg/L;;2;2;28|51;
5475;Thiofanox sulfoxyde;thiofanox sulfoxyde;39184-27-5;µg/L;<=0,1 µg/L;;2;2;28|51;
2071;Thiométon;thiometon;640-15-3;µg/L;<=0,1 µg/L;;2;2;28|51;
5922;Tiocarbazil;tiocarbazil;36756-79-3;µg/L;<=0,1 µg/L;;2;2;28|51;
5675;Tolclofos-methyl;tolclofos-methyl;57018-04-9;µg/L;<=0,1 µg/L;;2;2;28|51;
1657;Triazophos;triazophos;24017-47-8;µg/L;<=0,1 µg/L;;2;2;28|51;
2990;Triazoxide;triazoxide;72459-58-6;µg/L;<=0,1 µg/L;;2;2;28|51;
2898;Tricyclazole;tricyclazole;41814-78-2;µg/L;<=0,1 µg/L;;2;2;28|51;
5842;Trietazine;trietazine;1912-26-1;µg/L;<=0,1 µg/L;;2;2;28|51;
6102;Trietazine 2-hydroxy;trietazine 2-hydroxy;13532-25-7;µg/L;<=0,1 µg/L;;2;2;28|51;
5971;Trietazine desethyl;trietazine desethyl;38902-68-0;µg/L;<=0,1 µg/L;;2;2;28|51;
1902;Triflumuron;triflumuron;64628-44-0;µg/L;<=0,1 µg/L;;2;2;28|51;
1802;Triforine;triforine;26644-46-2;µg/L;<=0,1 µg/L;;2;2;28|51;
5695;Trimethacarbe;trimethacarbe;2686-99-9;µg/L;<=0,1 µg/L;;2;2;28|51;
2992;Triticonazole;triticonazole;131983-72-7;µg/L;<=0,1 µg/L;;2;2;28|51;
1277;Tétrachlorvinphos;tetrachlorvinphos;22248-79-9;µg/L;<=0,1 µg/L;;2;2;28|51;
7482;Uniconazole;uniconazole;83657-22-1;µg/L;<=0,1 µg/L;;2;2;28|51;
8045;Valifenalate;valifenalate;283159-90-0;µg/L;<=0,1 µg/L;;2;2;28|51;
7543;benzotriazole;benzotriazole;95-14-7;µg/L;;;2;2;28|51;
6942;2,4-D 2-Ethylhexyl;2,4-d 2-ethylhexyl;1928-43-4;µg/L;<=0,1 µg/L;;1;1;51;
2873;2,4-D-methyl ester;2,4-d-methyl ester;1928-38-7;µg/L;<=0,1 µg/L;;1;1;51;
